Customer_ID,Defaulter,Current_Loan_Amount,Term,Credit_Score,Annual_Income,Years_in_current_job,Home_Ownership,Purpose,Monthly_Debt,Years_of_Credit_History,Months_since_last_delinquent,Number_of_Open_Accounts,Number_of_Credit_Problems,Current_Credit_Balance,Maximum_Open_Credit,Bankruptcies,Tax_Liens
d6f798a7-06d4-4885-aa4e-04b2b3fc30c0,0,365178,Short Term,687,1642132,10,Rent,Debt Consolidation,23400.4,21.5,1,22,0,926345,1681196,0,0
d4838942-24b7-49ee-a425-78c4ed4e9faf,0,364320,Short Term,717,1644070,10,Home Mortgage,Debt Consolidation,26442.11,28.6,1,10,0,138377,451374,0,0
b1d0a880-11ef-43d2-aee8-1829ed2635c8,0,345972,Short Term,688,1656819,10,Rent,Debt Consolidation,32031.72,18.4,1,9,0,62700,321178,0,0
6d8398f4-a4e2-477c-a80e-99603e7bf07d,0,778778,Long Term,648,1767931,10,Home Mortgage,Debt Consolidation,40662.28,28.8,1,10,0,591071,1098548,0,0
8981776d-db29-40bc-aef6-585eac26bd69,0,326348,Short Term,693,1878910,10,Home Mortgage,Debt Consolidation,16440.51,21.7,1,17,0,1009356,4477858,0,0
93199fc0-e4f6-41fa-b7a6-7e3038fbb362,0,133320,Short Term,725,1880620,10,Rent,Debt Consolidation,29306.36,20,1,14,0,379810,483802,0,0
9973d5ba-f7c0-4426-b457-2d2a718c3c0f,0,671198,Long Term,690,1933820,10,Own Home,Debt Consolidation,9024.62,31.6,1,22,0,147858,940698,0,0
3e30ccd2-c216-431a-83cb-75d509456e08,0,662574,Long Term,606,2098151,10,Rent,Other,19932.52,15.5,1,9,0,55537,159192,0,0
6b93b0c3-bd9e-4af4-981b-968d9d9354fd,1,753830,Long Term,414,2232120,10,Home Mortgage,Debt Consolidation,46316.49,22.4,1,14,0,549917,917488,0,0
1f9080ce-0fd6-4afb-b769-4ab8944c2f15,0,175956,Short Term,729,2279316,10,Home Mortgage,Debt Consolidation,42167.27,14.8,1,9,0,60211,164824,0,0
1377d933-4d08-474d-87aa-dd4083b1b6a0,1,511456,Long Term,409,2304624,10,Home Mortgage,Debt Consolidation,29575.97,16.5,1,10,0,186922,315964,0,0
9b57b680-e9b2-491a-bd9c-227e4535e07b,0,758142,Long Term,710,2394551,10,Home Mortgage,Debt Consolidation,30131.53,15.6,1,8,0,101973,393580,0,0
cf741695-afca-440f-9177-e7361bb97664,0,773014,Long Term,707,2479633,10,Own Home,Debt Consolidation,24796.33,18.3,1,26,0,493411,2180596,0,0
963bff44-2645-4b52-a0e8-8178fd554ec0,0,269170,Short Term,735,2518412,10,Rent,Other,23295.33,15.3,1,10,0,1282196,2604668,0,0
2a149f6c-d64d-4969-92c2-fadc1c1ff1e7,1,110660,Short Term,325,2580390,10,Home Mortgage,Debt Consolidation,40211.03,12,1,12,0,25669,99748,0,0
dd223654-e7f1-4847-bfd5-821a0123878d,0,772398,Long Term,661,3335317,10,Home Mortgage,Home Improvements,33909.11,18.6,1,11,0,1265457,2861848,0,0
a02537d3-16b1-4a7a-a8a0-e7cf0ff98e6c,0,504658,Short Term,685,3874100,10,Rent,Debt Consolidation,4100.2,16,1,7,0,167827,397408,0,0
0e4ca6cc-b715-4b1e-8c0c-1e677ee4f042,0,314160,Short Term,740,3992280,10,Home Mortgage,Debt Consolidation,74855.25,36.9,1,16,0,502341,689172,0,0
0c0a8462-dea1-4361-a6aa-a4b6725c3449,0,119944,Short Term,706,346883,10,Rent,Debt Consolidation,9510.64,9.1,1,19,0,122246,822910,0,0
bae5b561-7242-4477-8fa4-c05329e66421,1,195690,Short Term,489,768208,2,Rent,Debt Consolidation,7810.14,10,1,9,0,189677,344762,0,0
c9e6a2d5-20d9-4170-9d95-2c82980a351b,1,295504,Long Term,341,928473,2,Home Mortgage,Home Improvements,4170.5,12.5,1,12,0,74594,167376,0,0
55a550bf-d0d3-4008-a14d-38c15b0ebfa8,0,345202,Short Term,726,931665,10,Home Mortgage,Debt Consolidation,10403.45,12.5,1,14,0,292790,820864,0,0
ba49d6f6-374c-4d06-ba2a-8a527902e4b4,0,122870,Short Term,677,1350482,2,Home Mortgage,Debt Consolidation,22733.12,26.9,1,10,0,100358,225654,0,0
2b2633d0-1ded-4f2c-b85c-35cb503f2ba0,1,788568,Long Term,316,1509930,2,Home Mortgage,Debt Consolidation,26927.18,19.9,1,10,0,32851,119592,0,0
75ade16b-f27d-4e20-9f43-b042f4980f9c,0,122496,Short Term,739,1511336,2,Home Mortgage,Other,38161.31,20,1,22,0,729619,2985224,0,0
e9962fb8-8e66-49ab-9f8b-7ddd7b0c9caf,0,454278,Short Term,746,2428751,10,Rent,Debt Consolidation,13418.94,18,1,11,0,603402,2863410,0,0
71580f0b-3ad4-4bba-a419-adeed06a7721,0,788018,Short Term,718,2527798,2,Home Mortgage,Debt Consolidation,54769.02,33.7,1,13,0,766327,1593064,0,0
5195d024-d437-42a9-b803-f0141e59d40d,0,436964,Long Term,687,943445,3,Rent,Debt Consolidation,25315.79,16.5,1,8,0,138054,399608,0,0
5579c264-ea65-412f-afad-6560b16bac08,0,130856,Short Term,735,1083114,10,Rent,Debt Consolidation,21300.9,14.5,1,12,0,97717,358094,0,0
ffa1f379-e7ae-4e6f-8227-8a613141f6c9,0,260480,Short Term,707,1124838,3,Home Mortgage,Debt Consolidation,19403.37,14.6,1,9,0,372913,431794,0,0
428b909b-56a4-4ee1-8680-553b0212015f,0,208296,Short Term,729,1148208,3,Own Home,Debt Consolidation,22964.16,9.3,1,8,0,73967,348128,0,0
e750ba0f-2e42-4cce-b269-20341880c35d,1,444972,Long Term,479,1325820,10,Home Mortgage,Home Improvements,13700.14,23.4,1,16,0,259806,1258664,0,0
4f4226c7-eeba-46a5-a289-df2b9ec7630f,0,263560,Long Term,699,1327739,3,Home Mortgage,Debt Consolidation,20248.11,18,1,11,0,46740,470580,0,0
799c473d-10a9-4c40-88ca-069bf39338c2,0,675378,Short Term,711,1458288,3,Own Home,Debt Consolidation,21023.69,26.8,1,15,0,459534,1498860,0,0
39e96f52-4726-43e0-83ba-b8b7ea211bd8,1,65648,Short Term,358,1474286,10,Own Home,Debt Consolidation,24325.89,27.3,1,7,0,148675,765116,0,0
a71435b2-39dc-4c95-b934-a7b079f92202,1,519288,Long Term,473,1532293,3,Rent,Other,20941.42,12,1,14,0,31293,458766,0,0
8b128f16-57f2-4596-a639-8a43f916a429,1,112618,Short Term,463,1638066,3,Rent,Debt Consolidation,15834.6,17.5,1,12,0,53561,407968,0,0
820fe78a-2a09-4e5c-a0f3-3ce6eddec3c8,1,364694,Long Term,475,1874730,10,Home Mortgage,Debt Consolidation,39681.88,20.2,1,12,0,325470,692780,0,0
e0ba403a-3938-4abc-9360-b0beca10e6ec,0,551276,Short Term,719,1904370,3,Home Mortgage,Home Improvements,29993.78,24,1,8,0,190494,222794,0,0
75868008-3819-4e28-96e1-49bc20408e5d,0,262130,Long Term,684,2924100,3,Home Mortgage,Medical Bills,11331.03,17.5,1,8,0,28937,244596,0,0
fda98674-0600-42d6-a018-0753f634d268,0,264418,Short Term,688,1198919,10,Home Mortgage,Debt Consolidation,13288.03,18.4,1,15,0,53295,354728,0,0
f260a612-fb42-4337-b81c-8b92b4ed3b7d,0,757526,Short Term,690,1308454,4,Home Mortgage,Other,4078.16,9.9,1,8,0,290472,635800,0,0
b72515f2-8afc-4939-9a1a-d8c54522700f,0,664620,Short Term,689,1424297,4,Home Mortgage,Debt Consolidation,41066.98,30.7,1,14,0,284601,710182,0,0
0b700f1a-7b8f-4fbf-a83d-8292b05e9d17,0,54054,Short Term,710,1549564,10,Home Mortgage,moving,30603.87,21.7,1,21,0,332063,1194050,0,0
dbdd8d0e-a844-42c2-a2e7-11c1cb4eae9f,1,112266,Short Term,449,1648269,4,Home Mortgage,Debt Consolidation,10878.64,13.9,1,13,0,79059,141482,0,0
1174477c-cf15-4343-8532-9c798956e5d4,0,436216,Short Term,706,1789477,4,Rent,Debt Consolidation,13838.65,13.8,1,12,0,211337,755238,0,0
317afbab-8666-46bc-89df-5cd3d39462af,0,540760,Short Term,748,2615312,10,Home Mortgage,Debt Consolidation,30729.84,19.4,1,25,0,354141,721908,0,0
95765172-0003-4797-a698-d3facab14192,0,535282,Long Term,703,2696708,4,Rent,Debt Consolidation,49664.29,22.6,1,24,0,387695,722876,0,0
551c4e18-a0c0-42c5-bccf-5f22d684f694,0,391358,Short Term,725,3023204,4,Rent,Debt Consolidation,22044.18,6.5,1,10,0,319713,1025442,0,0
369a3743-51a7-486e-8b78-be0a6fda7f9c,0,87296,Short Term,726,3373792,10,Home Mortgage,Debt Consolidation,52293.7,16.9,1,8,0,346674,872630,0,0
a065a075-17cd-4d8d-8622-6e6580548e75,1,82368,Short Term,318,566390,5,Home Mortgage,Debt Consolidation,14915,27.8,1,12,0,94753,307296,0,0
4f9ed445-b235-40d8-a019-f00992001b4a,1,279400,Long Term,433,659813,5,Home Mortgage,Debt Consolidation,9237.42,15,1,10,0,281067,549736,0,0
3d18ea9d-dd57-4dcb-84e1-db4306329f3a,0,38346,Short Term,739,986879,5,Home Mortgage,Debt Consolidation,2179.49,31.4,1,6,0,56791,1289552,0,0
99325468-55e0-4552-b5b7-08f39e8f756b,0,67188,Short Term,735,1044373,5,Home Mortgage,Other,1792.84,37.9,1,11,0,46436,532356,0,0
ed097c06-9347-40d3-92c5-7727ba64060e,0,69476,Short Term,707,1331197,5,Rent,Debt Consolidation,30173.71,12.7,1,18,0,24605,256608,0,0
14fc442c-8bf1-4bf5-a9c9-dc9b7229767a,0,539066,Long Term,670,1340773,5,Home Mortgage,Medical Bills,25832.21,25.1,1,9,0,387239,1023704,0,0
ab590290-b043-4c87-9258-c74a3b658f66,0,289652,Short Term,742,1667478,5,Home Mortgage,Debt Consolidation,23066.76,25.9,1,8,0,73967,133628,0,0
f15811b0-7289-42c6-b332-2b65e09bec85,1,495000,Long Term,399,2705904,5,Own Home,Debt Consolidation,73961.3,27.2,1,18,0,591033,1587828,0,0
8d57fda3-f3cd-4bb5-a5f5-d6938e86e2e2,0,273372,Short Term,750,2795413,5,Home Mortgage,Debt Consolidation,19451.25,14.5,1,13,0,285437,1612204,0,0
19cb18d0-e9a2-4a80-b652-02a1876aedd4,0,217668,Short Term,730,479560,6,Rent,Debt Consolidation,4236.05,22.8,1,8,0,113050,605968,0,0
906d331e-d204-489d-95d1-acf134ce0af9,0,216744,Short Term,738,898510,6,Home Mortgage,Debt Consolidation,7442.68,21,1,5,0,237101,1016774,0,0
04133671-31c0-416d-81a5-c3ab1cfd2dd3,1,112200,Short Term,380,1011541,6,Home Mortgage,Debt Consolidation,8935.32,19.8,1,12,2,199329,426602,0,2
b29d6cd4-1c50-4b5f-9673-7202b66d15ea,0,264814,Short Term,724,1048249,6,Home Mortgage,Debt Consolidation,20178.57,16,1,13,0,192318,439230,0,0
e137946e-aa1b-4fe0-951e-d26124a5edbd,1,552200,Short Term,389,1144560,6,Rent,Debt Consolidation,31570.78,16.6,1,29,0,449331,852918,0,0
70753e1d-62a0-4b15-af37-0b714db50afe,0,784102,Short Term,700,1489771,6,Home Mortgage,Debt Consolidation,23141.24,14,1,11,0,65626,926706,0,0
18eac3a8-3836-4d4c-aec1-90e3962f7882,0,228932,Short Term,730,1939387,6,Home Mortgage,Debt Consolidation,22949.34,22.5,1,13,0,168416,483912,0,0
